workerid,language,subjectCondition,player1color,player2color,player3color,sentence,condition,conditionOrder,trialnum,response,rt,trainingCorrect
A2MULJOGY7FRNB,ENGLISH,focus,lavender,purple,grey,All the players are tied,none-all-all,all-all-none,18,1,1677,NA
A2MULJOGY7FRNB,ENGLISH,focus,grey,pink,midnight,Player A was the star player of the round,most-none-all,most-none-all,-1,1,7460,yes
A2MULJOGY7FRNB,ENGLISH,focus,wheat,seafoam,brown,Player A made none of his baskets,all-none-few,all-none-few,-3,1,10363,yes
A2MULJOGY7FRNB,ENGLISH,focus,tan,lavender,grey,Player C messed up,all-all-none,all-all-none,-2,7,5559,yes
A3RQBG3LOJQ4SD,English,only,royalblue,lightorange,grey,Player A tied with Player C,none-all-all,all-all-none,24,1,2986,NA
A3RQBG3LOJQ4SD,English,only,darkorange,lightblue,grey,Player C made no shots,none-half-half,none-half-half,25,1,2228,NA
A3RQBG3LOJQ4SD,English,only,royalblue,lightorange,midnight,We have a clear loser,none-none-none,none-none-none,26,1,2499,NA
A3RQBG3LOJQ4SD,English,only,lightblue,midnight,grey,Player B placed second,half-all-all,all-all-half,27,1,4150,NA
A3RQBG3LOJQ4SD,English,only,lavender,purple,yellow,No player hit only some of his shots,none-all-all,all-all-none,20,7,7277,NA
A3RQBG3LOJQ4SD,English,only,darkorange,lavender,brown,Every player hit none of his shots,half-all-all,all-half-all,21,1,2719,NA
A3RQBG3LOJQ4SD,English,only,royalblue,darkorange,lightblue,Every player hit only some of his shots,none-none-half,none-half-none,22,1,2610,NA
A3RQBG3LOJQ4SD,English,only,darkorange,lavender,royalblue,Most of the players made shots,none-all-all,all-none-all,23,4,3171,NA
A3RQBG3LOJQ4SD,English,only,tan,darkorange,wheat,Player A made no shots,none-half-all,none-all-half,28,7,2736,NA
A3RQBG3LOJQ4SD,English,only,tan,lightblue,seafoam,Someone did better than Player A,none-none-half,half-none-none,1,1,4670,NA
A3RQBG3LOJQ4SD,English,only,seafoam,tan,darkorange,Someone did better than Player C,none-none-half,none-half-none,0,7,5539,NA
A3RQBG3LOJQ4SD,English,only,midnight,royalblue,lightblue,Player A shot perfectly,all-all-all,all-all-all,3,7,3010,NA
A3RQBG3LOJQ4SD,English,only,tan,yellow,wheat,Player B made no shots,none-all-all,all-all-none,2,1,3381,NA
A3RQBG3LOJQ4SD,English,only,purple,lightblue,brown,Every player hit all of his shots,none-all-all,none-all-all,5,1,3059,NA
A3RQBG3LOJQ4SD,English,only,grey,tan,darkorange,Exactly one player hit only some of his shots,half-half-all,all-half-half,4,1,3910,NA
A3RQBG3LOJQ4SD,English,only,midnight,royalblue,lightblue,We have a clear winner,half-half-all,half-half-all,7,7,2527,NA
A3RQBG3LOJQ4SD,English,only,grey,midnight,yellow,All the players are tied,half-half-all,all-half-half,6,1,2777,NA
A3RQBG3LOJQ4SD,English,only,tan,royalblue,lavender,Player B shot perfectly,none-none-none,none-none-none,9,1,2475,NA
A3RQBG3LOJQ4SD,English,only,lightblue,darkorange,brown,Player C shot perfectly,none-none-none,none-none-none,8,1,2717,NA
A3RQBG3LOJQ4SD,English,only,yellow,royalblue,lightorange,Player A placed second,all-all-all,all-all-all,11,2,3100,NA
A3RQBG3LOJQ4SD,English,only,yellow,seafoam,pink,Exactly one player hit all of his shots,none-all-all,none-all-all,10,1,3119,NA
A3RQBG3LOJQ4SD,English,only,lavender,midnight,brown,Player C placed second,none-half-half,none-half-half,13,2,4271,NA
A3RQBG3LOJQ4SD,English,only,lightblue,yellow,pink,No player hit all of his shots,none-none-none,none-none-none,12,7,3129,NA
A3RQBG3LOJQ4SD,English,only,wheat,midnight,grey,Exactly one player hit none of his shots,none-half-half,none-half-half,15,7,3130,NA
A3RQBG3LOJQ4SD,English,only,lightorange,midnight,wheat,Most of the players missed shots,half-all-all,half-all-all,14,1,3782,NA
A3RQBG3LOJQ4SD,English,only,wheat,grey,midnight,Player B tied with Player C,half-all-all,all-all-half,17,1,4530,NA
A3RQBG3LOJQ4SD,English,only,lavender,midnight,grey,Player A tied with Player B,none-none-none,none-none-none,16,7,3104,NA
A3RQBG3LOJQ4SD,English,only,brown,seafoam,pink,No player hit none of his shots,half-all-all,half-all-all,19,7,4861,NA
A3RQBG3LOJQ4SD,English,only,purple,lavender,seafoam,Someone did better than Player B,none-none-half,none-none-half,18,7,2878,NA
A3RQBG3LOJQ4SD,English,only,lightblue,lightorange,purple,Player A was the star player of the round,most-none-all,most-none-all,-1,1,6203,yes
A3RQBG3LOJQ4SD,English,only,lavender,darkorange,lightorange,Player A made none of his baskets,all-none-few,all-none-few,-3,1,8794,yes
A3RQBG3LOJQ4SD,English,only,tan,lavender,seafoam,Player C messed up,all-all-none,all-all-none,-2,7,6324,yes
A2TVG2HLMKVMSL,English,focus,tan,royalblue,wheat,Player A tied with Player B,none-none-none,none-none-none,24,7,5244,NA
A2TVG2HLMKVMSL,English,focus,lightblue,brown,pink,We have a clear loser,none-half-half,half-half-none,25,7,4564,NA
A2TVG2HLMKVMSL,English,focus,pink,midnight,lavender,No player hit <b>SOME</b> of his shots,half-half-all,half-all-half,26,1,6742,NA
A2TVG2HLMKVMSL,English,focus,grey,wheat,brown,Player B tied with Player C,none-none-all,none-all-none,27,1,4534,NA
A2TVG2HLMKVMSL,English,focus,lightorange,grey,tan,Player B shot perfectly,all-all-all,all-all-all,20,7,4477,NA
A2TVG2HLMKVMSL,English,focus,lightorange,lightblue,yellow,Player A placed second,none-none-all,all-none-none,21,1,5812,NA
A2TVG2HLMKVMSL,English,focus,purple,pink,darkorange,Every player hit <b>NONE</b> of his shots,none-half-half,half-half-none,22,1,5432,NA
A2TVG2HLMKVMSL,English,focus,purple,lightblue,royalblue,Someone did better than Player B,half-half-all,half-all-half,23,1,7540,NA
A2TVG2HLMKVMSL,English,focus,brown,wheat,lightorange,All the players are tied,none-half-half,none-half-half,28,1,4397,NA
A2TVG2HLMKVMSL,English,focus,tan,purple,royalblue,Player C placed second,half-all-all,all-half-all,1,4,27122,NA
A2TVG2HLMKVMSL,English,focus,lightorange,wheat,lightblue,Player C made no shots,none-half-half,none-half-half,0,1,5680,NA
A2TVG2HLMKVMSL,English,focus,yellow,darkorange,pink,Exactly one player hit <b>SOME</b> of his shots,half-half-all,half-all-half,3,1,9821,NA
A2TVG2HLMKVMSL,English,focus,darkorange,grey,royalblue,Most of the players missed shots,half-all-all,all-half-all,2,1,6428,NA
A2TVG2HLMKVMSL,English,focus,pink,lightorange,darkorange,Player A shot perfectly,none-none-all,none-all-none,5,1,5973,NA
A2TVG2HLMKVMSL,English,focus,wheat,pink,lightblue,No player hit <b>ALL</b> of his shots,none-none-all,all-none-none,4,1,6228,NA
A2TVG2HLMKVMSL,English,focus,seafoam,lavender,purple,Player B placed second,half-half-all,half-half-all,7,3,10242,NA
A2TVG2HLMKVMSL,English,focus,royalblue,tan,purple,Player C shot perfectly,all-all-all,all-all-all,6,7,5526,NA
A2TVG2HLMKVMSL,English,focus,lavender,pink,wheat,Most of the players made shots,none-half-half,half-none-half,9,7,11139,NA
A2TVG2HLMKVMSL,English,focus,pink,wheat,darkorange,Exactly one player hit <b>NONE</b> of his shots,none-none-half,none-none-half,8,1,8069,NA
A2TVG2HLMKVMSL,English,focus,grey,purple,seafoam,We have a clear winner,none-none-none,none-none-none,11,1,4837,NA
A2TVG2HLMKVMSL,English,focus,darkorange,grey,purple,Player A tied with Player C,half-half-half,half-half-half,10,7,6611,NA
A2TVG2HLMKVMSL,English,focus,seafoam,midnight,wheat,No player hit <b>NONE</b> of his shots,none-all-all,all-all-none,13,1,12002,NA
A2TVG2HLMKVMSL,English,focus,seafoam,grey,brown,Player B made no shots,none-half-all,half-none-all,12,7,5189,NA
A2TVG2HLMKVMSL,English,focus,tan,lavender,pink,Every player hit <b>ALL</b> of his shots,all-all-all,all-all-all,15,7,3829,NA
A2TVG2HLMKVMSL,English,focus,grey,lavender,seafoam,Someone did better than Player A,none-none-all,none-none-all,14,7,8724,NA
A2TVG2HLMKVMSL,English,focus,darkorange,pink,yellow,Player A made no shots,none-half-half,none-half-half,17,7,3737,NA
A2TVG2HLMKVMSL,English,focus,lightorange,darkorange,royalblue,Exactly one player hit <b>ALL</b> of his shots,none-none-all,all-none-none,16,7,6627,NA
A2TVG2HLMKVMSL,English,focus,lavender,darkorange,lightblue,Every player hit <b>SOME</b> of his shots,none-half-half,half-none-half,19,1,4589,NA
A2TVG2HLMKVMSL,English,focus,yellow,midnight,pink,Someone did better than Player C,all-all-all,all-all-all,18,1,7447,NA
A2TVG2HLMKVMSL,English,focus,pink,lightorange,purple,Player A was the star player of the round,most-none-all,most-none-all,-1,1,13217,yes
A2TVG2HLMKVMSL,English,focus,yellow,lightorange,seafoam,Player A made none of his baskets,all-none-few,all-none-few,-3,1,18324,yes
A2TVG2HLMKVMSL,English,focus,lavender,grey,pink,Player C messed up,all-all-none,all-all-none,-2,7,8274,yes
A2AQSUH48FY17E,English,focus,darkorange,purple,lavender,Exactly one player hit <b>NONE</b> of his shots,half-half-all,half-all-half,24,1,3638,NA
A2AQSUH48FY17E,English,focus,seafoam,tan,yellow,Every player hit <b>NONE</b> of his shots,none-half-all,all-half-none,25,1,3381,NA
A2AQSUH48FY17E,English,focus,seafoam,royalblue,yellow,Someone did better than Player B,none-half-all,all-none-half,26,7,2623,NA
A2AQSUH48FY17E,English,focus,darkorange,wheat,tan,Most of the players missed shots,none-none-half,half-none-none,27,6,2967,NA
A2AQSUH48FY17E,English,focus,pink,lavender,midnight,Player B shot perfectly,half-all-all,all-all-half,20,7,3135,NA
A2AQSUH48FY17E,English,focus,seafoam,grey,tan,We have a clear loser,half-half-all,half-half-all,21,3,3431,NA
A2AQSUH48FY17E,English,focus,midnight,wheat,royalblue,Someone did better than Player C,half-all-all,all-half-all,22,1,4335,NA
A2AQSUH48FY17E,English,focus,darkorange,lightorange,wheat,Exactly one player hit <b>SOME</b> of his shots,none-none-half,none-half-none,23,7,3661,NA
A2AQSUH48FY17E,English,focus,grey,royalblue,lightblue,Exactly one player hit <b>ALL</b> of his shots,half-all-all,all-half-all,28,1,4271,NA
A2AQSUH48FY17E,English,focus,grey,yellow,lavender,Every player hit <b>SOME</b> of his shots,half-half-all,half-all-half,1,5,5334,NA
A2AQSUH48FY17E,English,focus,darkorange,royalblue,lightblue,Most of the players made shots,none-half-half,none-half-half,0,6,5687,NA
A2AQSUH48FY17E,English,focus,royalblue,purple,midnight,Player A shot perfectly,half-half-all,half-half-all,3,1,3943,NA
A2AQSUH48FY17E,English,focus,lightorange,pink,tan,Player A placed second,none-all-all,all-all-none,2,1,6910,NA
A2AQSUH48FY17E,English,focus,midnight,yellow,lavender,No player hit <b>ALL</b> of his shots,half-half-half,half-half-half,5,7,3599,NA
A2AQSUH48FY17E,English,focus,tan,lightorange,purple,Player C made no shots,none-none-half,none-none-half,4,1,3381,NA
A2AQSUH48FY17E,English,focus,lightorange,tan,yellow,Player A made no shots,half-half-half,half-half-half,7,1,2213,NA
A2AQSUH48FY17E,English,focus,yellow,purple,lavender,Player A tied with Player C,none-none-all,all-none-none,6,1,4421,NA
A2AQSUH48FY17E,English,focus,wheat,lightblue,midnight,Player B placed second,all-all-all,all-all-all,9,1,2567,NA
A2AQSUH48FY17E,English,focus,lightorange,yellow,lavender,We have a clear winner,half-half-all,half-half-all,8,7,3238,NA
A2AQSUH48FY17E,English,focus,grey,lightblue,tan,Someone did better than Player A,half-half-all,half-all-half,11,7,3808,NA
A2AQSUH48FY17E,English,focus,darkorange,yellow,royalblue,Player B made no shots,half-all-all,half-all-all,10,1,3230,NA
A2AQSUH48FY17E,English,focus,wheat,lavender,seafoam,Player C shot perfectly,all-all-all,all-all-all,13,7,3455,NA
A2AQSUH48FY17E,English,focus,lightorange,grey,lightblue,Player A tied with Player B,none-all-all,all-all-none,12,7,3910,NA
A2AQSUH48FY17E,English,focus,wheat,lightblue,pink,No player hit <b>NONE</b> of his shots,none-all-all,all-all-none,15,1,3206,NA
A2AQSUH48FY17E,English,focus,brown,lightblue,pink,Every player hit <b>ALL</b> of his shots,none-none-half,half-none-none,14,1,2896,NA
A2AQSUH48FY17E,English,focus,wheat,yellow,midnight,No player hit <b>SOME</b> of his shots,none-none-half,none-none-half,17,1,3447,NA
A2AQSUH48FY17E,English,focus,grey,lavender,darkorange,All the players are tied,none-half-half,half-half-none,16,1,2597,NA
A2AQSUH48FY17E,English,focus,lightorange,royalblue,midnight,Player C placed second,none-none-half,none-half-none,19,1,3006,NA
A2AQSUH48FY17E,English,focus,seafoam,brown,wheat,Player B tied with Player C,none-half-half,half-none-half,18,1,3030,NA
A2AQSUH48FY17E,English,focus,midnight,wheat,pink,Player A was the star player of the round,most-none-all,most-none-all,-1,1,10005,yes
A2AQSUH48FY17E,English,focus,midnight,royalblue,pink,Player A made none of his baskets,all-none-few,all-none-few,-3,1,11777,yes
A2AQSUH48FY17E,English,focus,wheat,tan,lightblue,Player C messed up,all-all-none,all-all-none,-2,7,6700,yes
A2N701P8CHDKTT,English ,focus,yellow,wheat,brown,Every player hit <b>NONE</b> of his shots,all-all-all,all-all-all,24,1,5384,NA
A2N701P8CHDKTT,English ,focus,lightblue,grey,pink,Player C shot perfectly,none-half-half,half-none-half,25,2,3785,NA
A2N701P8CHDKTT,English ,focus,pink,grey,lavender,Exactly one player hit <b>ALL</b> of his shots,none-none-half,none-none-half,26,1,6533,NA
A2N701P8CHDKTT,English ,focus,darkorange,midnight,wheat,No player hit <b>SOME</b> of his shots,half-half-half,half-half-half,27,1,5013,NA
A2N701P8CHDKTT,English ,focus,seafoam,lightorange,grey,Player A placed second,none-none-none,none-none-none,20,2,3803,NA
A2N701P8CHDKTT,English ,focus,darkorange,lightblue,purple,We have a clear winner,none-half-all,all-half-none,21,6,3948,NA
A2N701P8CHDKTT,English ,focus,wheat,grey,tan,Every player hit <b>SOME</b> of his shots,half-half-all,all-half-half,22,1,3216,NA
A2N701P8CHDKTT,English ,focus,lightblue,yellow,seafoam,Most of the players missed shots,none-none-all,all-none-none,23,2,3644,NA
A2N701P8CHDKTT,English ,focus,lightblue,lavender,seafoam,No player hit <b>ALL</b> of his shots,none-half-all,none-half-all,28,2,3058,NA
A2N701P8CHDKTT,English ,focus,purple,lavender,wheat,Player C placed second,none-half-half,half-half-none,1,6,8633,NA
A2N701P8CHDKTT,English ,focus,tan,seafoam,lavender,Player A tied with Player B,none-none-all,none-none-all,0,7,8057,NA
A2N701P8CHDKTT,English ,focus,midnight,purple,grey,Player A made no shots,half-half-half,half-half-half,3,1,4050,NA
A2N701P8CHDKTT,English ,focus,royalblue,grey,purple,Someone did better than Player C,none-none-none,none-none-none,2,1,7829,NA
A2N701P8CHDKTT,English ,focus,wheat,purple,royalblue,Every player hit <b>ALL</b> of his shots,none-none-none,none-none-none,5,7,3777,NA
A2N701P8CHDKTT,English ,focus,wheat,grey,seafoam,No player hit <b>NONE</b> of his shots,none-all-all,all-all-none,4,1,4842,NA
A2N701P8CHDKTT,English ,focus,seafoam,royalblue,tan,Player B placed second,half-all-all,half-all-all,7,2,7462,NA
A2N701P8CHDKTT,English ,focus,purple,grey,yellow,Someone did better than Player A,none-half-half,half-none-half,6,1,7645,NA
A2N701P8CHDKTT,English ,focus,brown,tan,yellow,We have a clear loser,none-none-none,none-none-none,9,1,5253,NA
A2N701P8CHDKTT,English ,focus,seafoam,yellow,pink,All the players are tied,all-all-all,all-all-all,8,7,3153,NA
A2N701P8CHDKTT,English ,focus,lightblue,seafoam,wheat,Exactly one player hit <b>NONE</b> of his shots,none-all-all,all-none-all,11,6,6971,NA
A2N701P8CHDKTT,English ,focus,lightblue,purple,darkorange,Player A shot perfectly,all-all-all,all-all-all,10,7,4450,NA
A2N701P8CHDKTT,English ,focus,midnight,lightblue,brown,Most of the players made shots,none-all-all,all-all-none,13,5,3910,NA
A2N701P8CHDKTT,English ,focus,seafoam,midnight,yellow,Player C made no shots,half-half-half,half-half-half,12,1,4480,NA
A2N701P8CHDKTT,English ,focus,lavender,lightorange,purple,Player A tied with Player C,none-none-none,none-none-none,15,7,4517,NA
A2N701P8CHDKTT,English ,focus,yellow,pink,brown,Player B made no shots,none-none-none,none-none-none,14,7,3246,NA
A2N701P8CHDKTT,English ,focus,pink,yellow,lavender,Player B shot perfectly,half-all-all,all-all-half,17,7,4378,NA
A2N701P8CHDKTT,English ,focus,seafoam,royalblue,grey,Someone did better than Player B,none-none-none,none-none-none,16,1,4058,NA
A2N701P8CHDKTT,English ,focus,darkorange,wheat,yellow,Player B tied with Player C,half-half-half,half-half-half,19,6,3597,NA
A2N701P8CHDKTT,English ,focus,lavender,lightorange,brown,Exactly one player hit <b>SOME</b> of his shots,none-half-all,all-half-none,18,6,5901,NA
A2N701P8CHDKTT,English ,focus,lavender,pink,lightorange,Player A was the star player of the round,most-none-all,most-none-all,-1,1,8471,yes
A2N701P8CHDKTT,English ,focus,lightblue,lavender,darkorange,Player A made none of his baskets,all-none-few,all-none-few,-3,1,17829,yes
A2N701P8CHDKTT,English ,focus,purple,midnight,lightblue,Player C messed up,all-all-none,all-all-none,-2,7,6698,yes
A1WQTCB8ACVVG9,English,only,grey,tan,lavender,Most of the players made shots,half-half-half,half-half-half,24,7,2236,NA
A1WQTCB8ACVVG9,English,only,midnight,purple,brown,Someone did better than Player C,half-half-half,half-half-half,25,1,5277,NA
A1WQTCB8ACVVG9,English,only,tan,lightorange,pink,Someone did better than Player A,half-half-all,half-half-all,26,7,2973,NA
A1WQTCB8ACVVG9,English,only,pink,tan,grey,Exactly one player hit all of his shots,all-all-all,all-all-all,27,1,3212,NA
A1WQTCB8ACVVG9,English,only,midnight,lavender,purple,Most of the players missed shots,half-all-all,all-all-half,20,1,2876,NA
A1WQTCB8ACVVG9,English,only,lightblue,lightorange,purple,Player B placed second,all-all-all,all-all-all,21,1,2917,NA
A1WQTCB8ACVVG9,English,only,midnight,purple,seafoam,Exactly one player hit only some of his shots,all-all-all,all-all-all,22,1,3012,NA
A1WQTCB8ACVVG9,English,only,royalblue,lightblue,midnight,Every player hit only some of his shots,none-half-half,none-half-half,23,1,3181,NA
A1WQTCB8ACVVG9,English,only,lightblue,lightorange,yellow,Player A made no shots,none-none-all,none-all-none,28,7,4300,NA
A1WQTCB8ACVVG9,English,only,brown,lavender,grey,Player B shot perfectly,none-none-half,none-none-half,1,1,3411,NA
A1WQTCB8ACVVG9,English,only,brown,darkorange,royalblue,Player C made no shots,none-none-half,none-half-none,0,7,4050,NA
A1WQTCB8ACVVG9,English,only,lightorange,midnight,darkorange,No player hit all of his shots,none-half-all,half-none-all,3,1,5588,NA
A1WQTCB8ACVVG9,English,only,tan,brown,lightblue,Player B made no shots,half-half-half,half-half-half,2,1,3458,NA
A1WQTCB8ACVVG9,English,only,royalblue,darkorange,wheat,Someone did better than Player B,none-all-all,none-all-all,5,1,4989,NA
A1WQTCB8ACVVG9,English,only,darkorange,midnight,wheat,No player hit none of his shots,none-all-all,all-none-all,4,7,7212,NA
A1WQTCB8ACVVG9,English,only,yellow,grey,seafoam,We have a clear winner,none-half-half,half-half-none,7,1,3044,NA
A1WQTCB8ACVVG9,English,only,yellow,seafoam,royalblue,Player C placed second,none-none-none,none-none-none,6,1,4963,NA
A1WQTCB8ACVVG9,English,only,tan,purple,lightorange,Player A tied with Player C,none-all-all,all-none-all,9,7,2706,NA
A1WQTCB8ACVVG9,English,only,darkorange,tan,grey,We have a clear loser,none-all-all,all-all-none,8,7,2877,NA
A1WQTCB8ACVVG9,English,only,grey,seafoam,purple,No player hit only some of his shots,none-none-all,none-all-none,11,7,4533,NA
A1WQTCB8ACVVG9,English,only,lightblue,purple,brown,Every player hit all of his shots,half-half-half,half-half-half,10,1,7136,NA
A1WQTCB8ACVVG9,English,only,lavender,yellow,pink,Player A shot perfectly,none-none-half,half-none-none,13,1,2787,NA
A1WQTCB8ACVVG9,English,only,darkorange,tan,wheat,Exactly one player hit none of his shots,none-all-all,none-all-all,12,7,3389,NA
A1WQTCB8ACVVG9,English,only,darkorange,pink,midnight,Player A placed second,half-half-all,half-all-half,15,1,2814,NA
A1WQTCB8ACVVG9,English,only,brown,lavender,midnight,Player B tied with Player C,none-none-all,none-none-all,14,1,3253,NA
A1WQTCB8ACVVG9,English,only,darkorange,lightorange,wheat,Every player hit none of his shots,none-none-all,all-none-none,17,1,4004,NA
A1WQTCB8ACVVG9,English,only,wheat,seafoam,tan,Player A tied with Player B,none-half-all,none-half-all,16,1,2533,NA
A1WQTCB8ACVVG9,English,only,darkorange,wheat,tan,Player C shot perfectly,none-none-all,none-none-all,19,7,1924,NA
A1WQTCB8ACVVG9,English,only,darkorange,purple,lavender,All the players are tied,none-all-all,none-all-all,18,1,2301,NA
A1WQTCB8ACVVG9,English,only,lightorange,yellow,royalblue,Player A was the star player of the round,most-none-all,most-none-all,-1,1,12095,no
A1WQTCB8ACVVG9,English,only,lightorange,lavender,wheat,Player A made none of his baskets,all-none-few,all-none-few,-3,1,16776,no
A1WQTCB8ACVVG9,English,only,yellow,midnight,lightorange,Player C messed up,all-all-none,all-all-none,-2,7,6029,yes
A2LV5432PV1S39,English,only,lightblue,seafoam,purple,Player B tied with Player C,half-half-all,half-half-all,24,1,3868,NA
A2LV5432PV1S39,English,only,lightblue,brown,lavender,Every player hit all of his shots,none-none-none,none-none-none,25,1,3175,NA
A2LV5432PV1S39,English,only,seafoam,brown,tan,Every player hit only some of his shots,half-all-all,all-all-half,26,1,3417,NA
A2LV5432PV1S39,English,only,pink,lightblue,royalblue,Player B made no shots,half-all-all,all-half-all,27,1,2357,NA
A2LV5432PV1S39,English,only,seafoam,lightblue,darkorange,Player C placed second,none-all-all,none-all-all,20,2,3024,NA
A2LV5432PV1S39,English,only,yellow,pink,darkorange,Exactly one player hit none of his shots,none-none-half,none-none-half,21,1,3970,NA
A2LV5432PV1S39,English,only,grey,midnight,pink,All the players are tied,none-none-none,none-none-none,22,7,2815,NA
A2LV5432PV1S39,English,only,brown,darkorange,grey,Most of the players made shots,half-all-all,half-all-all,23,5,3950,NA
A2LV5432PV1S39,English,only,pink,lightorange,darkorange,Player A shot perfectly,none-half-half,half-none-half,28,1,2700,NA
A2LV5432PV1S39,English,only,brown,midnight,wheat,Player A made no shots,half-half-half,half-half-half,1,1,5125,NA
A2LV5432PV1S39,English,only,royalblue,yellow,tan,We have a clear winner,none-half-all,all-half-none,0,7,7606,NA
A2LV5432PV1S39,English,only,grey,midnight,wheat,Player A tied with Player B,none-half-all,half-none-all,3,1,5928,NA
A2LV5432PV1S39,English,only,yellow,lightorange,brown,Player C made no shots,none-all-all,all-none-all,2,1,5798,NA
A2LV5432PV1S39,English,only,purple,wheat,grey,No player hit all of his shots,none-none-none,none-none-none,5,7,3407,NA
A2LV5432PV1S39,English,only,darkorange,lightorange,royalblue,Player A tied with Player C,none-half-all,half-all-none,4,1,3155,NA
A2LV5432PV1S39,English,only,royalblue,lightorange,wheat,Exactly one player hit all of his shots,none-half-half,none-half-half,7,1,3754,NA
A2LV5432PV1S39,English,only,midnight,tan,lightorange,Player A placed second,none-none-half,none-none-half,6,2,6600,NA
A2LV5432PV1S39,English,only,grey,purple,lightorange,Someone did better than Player C,none-half-all,half-all-none,9,5,5234,NA
A2LV5432PV1S39,English,only,lightorange,royalblue,midnight,Player B shot perfectly,none-half-half,half-none-half,8,1,2478,NA
A2LV5432PV1S39,English,only,grey,darkorange,royalblue,Every player hit none of his shots,half-half-all,all-half-half,11,1,2828,NA
A2LV5432PV1S39,English,only,grey,yellow,royalblue,No player hit only some of his shots,none-all-all,all-all-none,10,5,5336,NA
A2LV5432PV1S39,English,only,lightorange,wheat,lavender,Someone did better than Player B,none-all-all,all-none-all,13,6,3660,NA
A2LV5432PV1S39,English,only,lavender,lightorange,purple,Most of the players missed shots,none-none-none,none-none-none,12,3,5243,NA
A2LV5432PV1S39,English,only,lavender,lightblue,midnight,Player C shot perfectly,none-half-all,all-half-none,15,1,4022,NA
A2LV5432PV1S39,English,only,yellow,lightorange,royalblue,We have a clear loser,half-half-all,half-all-half,14,1,2993,NA
A2LV5432PV1S39,English,only,pink,darkorange,lightorange,Exactly one player hit only some of his shots,none-half-half,half-half-none,17,1,3377,NA
A2LV5432PV1S39,English,only,lavender,brown,grey,Someone did better than Player A,none-none-all,none-all-none,16,6,5517,NA
A2LV5432PV1S39,English,only,tan,yellow,midnight,Player B placed second,all-all-all,all-all-all,19,2,3553,NA
A2LV5432PV1S39,English,only,pink,wheat,yellow,No player hit none of his shots,none-none-half,none-none-half,18,1,3286,NA
A2LV5432PV1S39,English,only,royalblue,lightorange,grey,Player A was the star player of the round,most-none-all,most-none-all,-1,2,10261,yes
A2LV5432PV1S39,English,only,wheat,brown,midnight,Player A made none of his baskets,all-none-few,all-none-few,-3,1,10892,yes
A2LV5432PV1S39,English,only,lightorange,tan,royalblue,Player C messed up,all-all-none,all-all-none,-2,7,7733,yes
A3LJA8ZMNLSWWQ,English,only,tan,grey,pink,Player A made no shots,none-none-all,none-all-none,24,7,5288,NA
A3LJA8ZMNLSWWQ,English,only,wheat,pink,royalblue,Every player hit all of his shots,none-none-all,none-none-all,25,1,3296,NA
A3LJA8ZMNLSWWQ,English,only,midnight,darkorange,wheat,Player C shot perfectly,none-none-half,half-none-none,26,1,3557,NA
A3LJA8ZMNLSWWQ,English,only,wheat,purple,seafoam,Every player hit none of his shots,none-none-none,none-none-none,27,6,5766,NA
A3LJA8ZMNLSWWQ,English,only,lightorange,lightblue,royalblue,Player B placed second,half-all-all,all-all-half,20,1,4154,NA
A3LJA8ZMNLSWWQ,English,only,seafoam,lightorange,pink,Player A tied with Player C,none-all-all,none-all-all,21,1,3986,NA
A3LJA8ZMNLSWWQ,English,only,midnight,pink,purple,Most of the players missed shots,none-none-none,none-none-none,22,6,6372,NA
A3LJA8ZMNLSWWQ,English,only,purple,tan,brown,Player A shot perfectly,all-all-all,all-all-all,23,7,5308,NA
A3LJA8ZMNLSWWQ,English,only,pink,grey,purple,No player hit only some of his shots,half-half-all,half-half-all,28,1,5195,NA
A3LJA8ZMNLSWWQ,English,only,tan,purple,lavender,All the players are tied,none-all-all,all-none-all,1,1,4912,NA
A3LJA8ZMNLSWWQ,English,only,grey,pink,purple,We have a clear winner,none-half-all,all-half-none,0,4,9890,NA
A3LJA8ZMNLSWWQ,English,only,seafoam,pink,lightblue,No player hit all of his shots,none-all-all,all-all-none,3,1,7038,NA
A3LJA8ZMNLSWWQ,English,only,wheat,lightblue,yellow,Player A placed second,none-none-half,half-none-none,2,1,12005,NA
A3LJA8ZMNLSWWQ,English,only,lavender,pink,brown,Most of the players made shots,half-half-half,half-half-half,5,2,6907,NA
A3LJA8ZMNLSWWQ,English,only,wheat,tan,midnight,Exactly one player hit only some of his shots,none-all-all,none-all-all,4,1,8322,NA
A3LJA8ZMNLSWWQ,English,only,grey,purple,seafoam,Player B made no shots,half-all-all,half-all-all,7,1,4757,NA
A3LJA8ZMNLSWWQ,English,only,brown,lightblue,yellow,Exactly one player hit none of his shots,all-all-all,all-all-all,6,1,3941,NA
A3LJA8ZMNLSWWQ,English,only,lightblue,purple,lavender,Every player hit only some of his shots,half-all-all,all-half-all,9,1,3854,NA
A3LJA8ZMNLSWWQ,English,only,midnight,yellow,darkorange,Player B tied with Player C,none-none-all,all-none-none,8,7,4527,NA
A3LJA8ZMNLSWWQ,English,only,seafoam,yellow,brown,Exactly one player hit all of his shots,all-all-all,all-all-all,11,1,3766,NA
A3LJA8ZMNLSWWQ,English,only,lightblue,purple,tan,Player A tied with Player B,none-none-all,none-all-none,10,1,3767,NA
A3LJA8ZMNLSWWQ,English,only,lightorange,tan,seafoam,Someone did better than Player A,none-none-half,none-none-half,13,6,6130,NA
