workerid,language,subjectCondition,player1color,player2color,player3color,sentence,condition,conditionOrder,trialnum,response,rt,trainingCorrect
A3LJA8ZMNLSWWQ,English,only,brown,lightorange,wheat,We have a clear loser,none-half-half,none-half-half,12,7,4678,NA
A3LJA8ZMNLSWWQ,English,only,brown,yellow,tan,Player C made no shots,none-all-all,all-none-all,15,1,4102,NA
A3LJA8ZMNLSWWQ,English,only,yellow,lightorange,seafoam,Player B shot perfectly,half-half-half,half-half-half,14,1,3945,NA
A3LJA8ZMNLSWWQ,English,only,darkorange,seafoam,tan,Someone did better than Player B,none-none-half,none-none-half,17,7,4361,NA
A3LJA8ZMNLSWWQ,English,only,grey,darkorange,royalblue,No player hit none of his shots,none-none-all,none-all-none,16,1,6186,NA
A3LJA8ZMNLSWWQ,English,only,lightorange,midnight,royalblue,Player C placed second,none-half-all,none-half-all,19,1,7489,NA
A3LJA8ZMNLSWWQ,English,only,lavender,grey,purple,Someone did better than Player C,none-half-half,none-half-half,18,1,4410,NA
A3LJA8ZMNLSWWQ,English,only,seafoam,midnight,royalblue,Player A was the star player of the round,most-none-all,most-none-all,-1,1,7999,yes
A3LJA8ZMNLSWWQ,English,only,pink,royalblue,lightorange,Player A made none of his baskets,all-none-few,all-none-few,-3,1,17395,yes
A3LJA8ZMNLSWWQ,English,only,lavender,royalblue,yellow,Player C messed up,all-all-none,all-all-none,-2,7,12612,no
A35NBUVLJDU499,english,only,yellow,lightblue,lavender,Player A placed second,half-all-all,all-all-half,24,1,3302,NA
A35NBUVLJDU499,english,only,lavender,purple,midnight,Most of the players missed shots,none-none-all,all-none-none,25,7,3541,NA
A35NBUVLJDU499,english,only,midnight,royalblue,brown,Someone did better than Player A,half-half-half,half-half-half,26,1,2608,NA
A35NBUVLJDU499,english,only,royalblue,purple,lightorange,Player A tied with Player C,none-half-half,half-none-half,27,7,2495,NA
A35NBUVLJDU499,english,only,lavender,grey,tan,Every player hit only some of his shots,none-none-half,half-none-none,20,1,6014,NA
A35NBUVLJDU499,english,only,wheat,lavender,midnight,No player hit all of his shots,half-half-all,half-all-half,21,1,3524,NA
A35NBUVLJDU499,english,only,tan,royalblue,lightorange,Player B tied with Player C,none-none-all,all-none-none,22,7,2255,NA
A35NBUVLJDU499,english,only,royalblue,yellow,grey,Player A shot perfectly,none-none-half,none-none-half,23,1,2280,NA
A35NBUVLJDU499,english,only,royalblue,lavender,brown,We have a clear loser,none-all-all,all-all-none,28,7,1803,NA
A35NBUVLJDU499,english,only,pink,yellow,darkorange,No player hit none of his shots,half-half-all,all-half-half,1,1,3531,NA
A35NBUVLJDU499,english,only,yellow,seafoam,brown,No player hit only some of his shots,none-none-half,half-none-none,0,1,19189,NA
A35NBUVLJDU499,english,only,royalblue,seafoam,grey,Player C made no shots,none-half-all,none-half-all,3,1,2581,NA
A35NBUVLJDU499,english,only,pink,tan,purple,Every player hit none of his shots,half-half-all,half-half-all,2,1,2728,NA
A35NBUVLJDU499,english,only,tan,pink,darkorange,Player B shot perfectly,none-half-half,half-half-none,5,1,2593,NA
A35NBUVLJDU499,english,only,royalblue,purple,seafoam,Exactly one player hit only some of his shots,half-half-half,half-half-half,4,1,3077,NA
A35NBUVLJDU499,english,only,yellow,purple,seafoam,We have a clear winner,none-half-all,half-all-none,7,7,2184,NA
A35NBUVLJDU499,english,only,pink,wheat,lightblue,Someone did better than Player B,none-none-half,half-none-none,6,7,3441,NA
A35NBUVLJDU499,english,only,brown,yellow,royalblue,Exactly one player hit none of his shots,none-half-all,none-all-half,9,7,3700,NA
A35NBUVLJDU499,english,only,midnight,lightorange,lavender,Player A made no shots,none-half-half,half-none-half,8,1,1894,NA
A35NBUVLJDU499,english,only,brown,darkorange,tan,All the players are tied,none-half-half,none-half-half,11,1,2540,NA
A35NBUVLJDU499,english,only,lightblue,seafoam,purple,Player C shot perfectly,half-all-all,all-half-all,10,7,2964,NA
A35NBUVLJDU499,english,only,royalblue,wheat,brown,Player A tied with Player B,all-all-all,all-all-all,13,7,2370,NA
A35NBUVLJDU499,english,only,grey,yellow,lightblue,Most of the players made shots,none-none-none,none-none-none,12,1,2984,NA
A35NBUVLJDU499,english,only,grey,midnight,wheat,Player C placed second,none-half-all,half-none-all,15,1,3111,NA
A35NBUVLJDU499,english,only,midnight,lightblue,darkorange,Player B made no shots,none-none-half,none-none-half,14,7,1771,NA
A35NBUVLJDU499,english,only,tan,lightorange,midnight,Exactly one player hit all of his shots,none-half-all,half-all-none,17,7,1926,NA
A35NBUVLJDU499,english,only,darkorange,brown,lightblue,Someone did better than Player C,none-half-half,half-none-half,16,1,4056,NA
A35NBUVLJDU499,english,only,lightorange,yellow,brown,Player B placed second,none-none-half,half-none-none,19,1,2033,NA
A35NBUVLJDU499,english,only,brown,purple,grey,Every player hit all of his shots,none-none-none,none-none-none,18,1,1720,NA
A35NBUVLJDU499,english,only,wheat,seafoam,tan,Player A was the star player of the round,most-none-all,most-none-all,-1,2,6543,yes
A35NBUVLJDU499,english,only,lightorange,purple,tan,Player A made none of his baskets,all-none-few,all-none-few,-3,1,17166,yes
A35NBUVLJDU499,english,only,lightorange,pink,yellow,Player C messed up,all-all-none,all-all-none,-2,7,20473,yes
AY0BJCGY2DHIX,English,only,seafoam,midnight,royalblue,Every player hit all of his shots,none-none-all,all-none-none,24,1,2933,NA
AY0BJCGY2DHIX,English,only,lightorange,tan,purple,We have a clear winner,half-half-half,half-half-half,25,1,3516,NA
AY0BJCGY2DHIX,English,only,lavender,brown,seafoam,No player hit all of his shots,half-half-all,half-all-half,26,1,3792,NA
AY0BJCGY2DHIX,English,only,lightblue,lightorange,yellow,Someone did better than Player B,half-half-half,half-half-half,27,1,4825,NA
AY0BJCGY2DHIX,English,only,lightorange,grey,yellow,Most of the players missed shots,none-half-half,half-none-half,20,3,9197,NA
AY0BJCGY2DHIX,English,only,lightorange,grey,pink,Player A tied with Player B,half-all-all,all-half-all,21,1,5362,NA
AY0BJCGY2DHIX,English,only,royalblue,lightorange,seafoam,Player A shot perfectly,none-none-none,none-none-none,22,1,5109,NA
AY0BJCGY2DHIX,English,only,wheat,lavender,midnight,Player A made no shots,all-all-all,all-all-all,23,1,3437,NA
AY0BJCGY2DHIX,English,only,wheat,seafoam,tan,Player A placed second,all-all-all,all-all-all,28,1,2969,NA
AY0BJCGY2DHIX,English,only,tan,royalblue,grey,Most of the players made shots,half-half-all,half-all-half,1,3,6031,NA
AY0BJCGY2DHIX,English,only,purple,lightblue,seafoam,No player hit none of his shots,none-half-half,none-half-half,0,1,7940,NA
AY0BJCGY2DHIX,English,only,midnight,wheat,tan,Player B made no shots,none-half-all,none-half-all,3,1,5610,NA
AY0BJCGY2DHIX,English,only,pink,tan,purple,Someone did better than Player C,half-all-all,half-all-all,2,1,11758,NA
AY0BJCGY2DHIX,English,only,lightorange,pink,brown,Player C placed second,none-all-all,all-all-none,5,2,8058,NA
AY0BJCGY2DHIX,English,only,lavender,seafoam,purple,Player B tied with Player C,all-all-all,all-all-all,4,5,8237,NA
AY0BJCGY2DHIX,English,only,yellow,lightorange,purple,Exactly one player hit all of his shots,half-all-all,all-all-half,7,1,5599,NA
AY0BJCGY2DHIX,English,only,seafoam,tan,lightorange,Player A tied with Player C,none-half-all,all-none-half,6,1,6936,NA
AY0BJCGY2DHIX,English,only,royalblue,grey,lightblue,Someone did better than Player A,none-half-all,half-all-none,9,7,7145,NA
AY0BJCGY2DHIX,English,only,lightblue,grey,royalblue,All the players are tied,half-all-all,all-half-all,8,1,3311,NA
AY0BJCGY2DHIX,English,only,darkorange,pink,purple,Player B placed second,none-none-all,all-none-none,11,1,6068,NA
AY0BJCGY2DHIX,English,only,tan,lightorange,wheat,Player C shot perfectly,none-none-none,none-none-none,10,1,4742,NA
AY0BJCGY2DHIX,English,only,lavender,wheat,grey,Every player hit only some of his shots,none-half-all,none-all-half,13,1,4048,NA
AY0BJCGY2DHIX,English,only,brown,seafoam,pink,Every player hit none of his shots,all-all-all,all-all-all,12,1,4080,NA
AY0BJCGY2DHIX,English,only,royalblue,lightblue,purple,Player B shot perfectly,none-half-half,half-half-none,15,1,4008,NA
AY0BJCGY2DHIX,English,only,midnight,lavender,seafoam,Player C made no shots,none-none-half,none-none-half,14,1,4431,NA
AY0BJCGY2DHIX,English,only,yellow,lightblue,midnight,No player hit only some of his shots,none-half-all,none-half-all,17,1,5207,NA
AY0BJCGY2DHIX,English,only,royalblue,yellow,lightblue,We have a clear loser,half-all-all,all-all-half,16,7,4314,NA
AY0BJCGY2DHIX,English,only,lightorange,darkorange,brown,Exactly one player hit none of his shots,none-none-none,none-none-none,19,1,3418,NA
AY0BJCGY2DHIX,English,only,seafoam,tan,royalblue,Exactly one player hit only some of his shots,half-half-all,half-all-half,18,1,5458,NA
AY0BJCGY2DHIX,English,only,lightorange,purple,royalblue,Player A was the star player of the round,most-none-all,most-none-all,-1,1,12448,yes
AY0BJCGY2DHIX,English,only,purple,lightorange,royalblue,Player A made none of his baskets,all-none-few,all-none-few,-3,1,11656,yes
AY0BJCGY2DHIX,English,only,lightorange,royalblue,purple,Player C messed up,all-all-none,all-all-none,-2,7,8628,yes
A2H4HYDU6FFAMQ,English,focus,seafoam,yellow,wheat,Player A shot perfectly,none-half-all,all-half-none,24,7,1731,NA
A2H4HYDU6FFAMQ,English,focus,royalblue,brown,wheat,Someone did better than Player C,none-none-half,none-half-none,25,4,3749,NA
A2H4HYDU6FFAMQ,English,focus,brown,purple,lightorange,We have a clear loser,none-half-all,none-all-half,26,7,2228,NA
A2H4HYDU6FFAMQ,English,focus,brown,lightblue,royalblue,Player B made no shots,half-half-half,half-half-half,27,1,2887,NA
A2H4HYDU6FFAMQ,English,focus,tan,wheat,seafoam,Player B placed second,none-none-none,none-none-none,20,4,2336,NA
A2H4HYDU6FFAMQ,English,focus,lightblue,wheat,brown,No player hit <b>SOME</b> of his shots,none-half-all,half-all-none,21,4,5178,NA
A2H4HYDU6FFAMQ,English,focus,lavender,lightorange,purple,Player B shot perfectly,half-all-all,all-half-all,22,1,4947,NA
A2H4HYDU6FFAMQ,English,focus,tan,wheat,brown,Player C made no shots,none-none-none,none-none-none,23,7,3375,NA
A2H4HYDU6FFAMQ,English,focus,tan,royalblue,purple,Every player hit <b>NONE</b> of his shots,all-all-all,all-all-all,28,1,1874,NA
A2H4HYDU6FFAMQ,English,focus,yellow,midnight,darkorange,No player hit <b>NONE</b> of his shots,none-half-half,none-half-half,1,1,3797,NA
A2H4HYDU6FFAMQ,English,focus,yellow,darkorange,midnight,All the players are tied,none-none-all,all-none-none,0,1,8260,NA
A2H4HYDU6FFAMQ,English,focus,pink,brown,seafoam,Most of the players made shots,all-all-all,all-all-all,3,7,1442,NA
A2H4HYDU6FFAMQ,English,focus,grey,purple,midnight,Every player hit <b>SOME</b> of his shots,none-none-all,all-none-none,2,1,2862,NA
A2H4HYDU6FFAMQ,English,focus,yellow,grey,midnight,Every player hit <b>ALL</b> of his shots,half-all-all,all-all-half,5,1,2359,NA
A2H4HYDU6FFAMQ,English,focus,brown,seafoam,royalblue,Player B tied with Player C,none-none-none,none-none-none,4,7,1755,NA
A2H4HYDU6FFAMQ,English,focus,yellow,seafoam,midnight,Exactly one player hit <b>ALL</b> of his shots,half-all-all,all-half-all,7,1,2182,NA
A2H4HYDU6FFAMQ,English,focus,seafoam,wheat,tan,Player C shot perfectly,half-half-half,half-half-half,6,1,2809,NA
A2H4HYDU6FFAMQ,English,focus,yellow,lavender,tan,Exactly one player hit <b>SOME</b> of his shots,all-all-all,all-all-all,9,7,2949,NA
A2H4HYDU6FFAMQ,English,focus,darkorange,pink,purple,Player C placed second,none-none-half,half-none-none,8,4,2191,NA
A2H4HYDU6FFAMQ,English,focus,yellow,midnight,wheat,Someone did better than Player A,none-none-none,none-none-none,11,1,3535,NA
A2H4HYDU6FFAMQ,English,focus,lavender,purple,brown,Player A tied with Player B,half-half-half,half-half-half,10,7,2067,NA
A2H4HYDU6FFAMQ,English,focus,purple,royalblue,wheat,No player hit <b>ALL</b> of his shots,half-half-half,half-half-half,13,7,2956,NA
A2H4HYDU6FFAMQ,English,focus,tan,seafoam,royalblue,Exactly one player hit <b>NONE</b> of his shots,half-half-all,half-all-half,12,1,2982,NA
A2H4HYDU6FFAMQ,English,focus,darkorange,seafoam,purple,Player A made no shots,all-all-all,all-all-all,15,1,2414,NA
A2H4HYDU6FFAMQ,English,focus,lightorange,grey,seafoam,Player A placed second,none-half-all,none-all-half,14,1,4027,NA
A2H4HYDU6FFAMQ,English,focus,grey,midnight,pink,Someone did better than Player B,half-half-half,half-half-half,17,2,4522,NA
A2H4HYDU6FFAMQ,English,focus,darkorange,grey,purple,Most of the players missed shots,none-none-none,none-none-none,16,7,2559,NA
A2H4HYDU6FFAMQ,English,focus,brown,lavender,lightorange,We have a clear winner,none-half-all,half-all-none,19,7,3526,NA
A2H4HYDU6FFAMQ,English,focus,lightblue,darkorange,grey,Player A tied with Player C,half-half-all,half-all-half,18,7,3854,NA
A2H4HYDU6FFAMQ,English,focus,lightblue,midnight,tan,Player A was the star player of the round,most-none-all,most-none-all,-1,1,4964,yes
A2H4HYDU6FFAMQ,English,focus,lightblue,grey,royalblue,Player A made none of his baskets,all-none-few,all-none-few,-3,1,154914,yes
A2H4HYDU6FFAMQ,English,focus,yellow,midnight,wheat,Player C messed up,all-all-none,all-all-none,-2,7,3713,yes
A1Q2Y8OZT0TJ2S,English,only,tan,lavender,royalblue,All the players are tied,none-none-all,none-all-none,24,1,2257,NA
A1Q2Y8OZT0TJ2S,English,only,pink,purple,lightorange,Every player hit none of his shots,all-all-all,all-all-all,25,1,5172,NA
A1Q2Y8OZT0TJ2S,English,only,lightblue,pink,midnight,Someone did better than Player C,half-all-all,all-half-all,26,1,3797,NA
A1Q2Y8OZT0TJ2S,English,only,lavender,tan,lightblue,Exactly one player hit all of his shots,all-all-all,all-all-all,27,2,4385,NA
A1Q2Y8OZT0TJ2S,English,only,yellow,wheat,lightblue,No player hit all of his shots,none-half-half,none-half-half,20,7,3043,NA
A1Q2Y8OZT0TJ2S,English,only,purple,brown,midnight,We have a clear winner,half-all-all,all-all-half,21,1,2791,NA
A1Q2Y8OZT0TJ2S,English,only,seafoam,lavender,wheat,Player A shot perfectly,half-half-all,half-half-all,22,1,2197,NA
A1Q2Y8OZT0TJ2S,English,only,midnight,grey,seafoam,Exactly one player hit none of his shots,half-half-all,all-half-half,23,1,3898,NA
A1Q2Y8OZT0TJ2S,English,only,lightorange,darkorange,wheat,Player C shot perfectly,all-all-all,all-all-all,28,7,2284,NA
A1Q2Y8OZT0TJ2S,English,only,lightorange,yellow,purple,Player C made no shots,half-half-all,half-all-half,1,1,3337,NA
A1Q2Y8OZT0TJ2S,English,only,grey,seafoam,wheat,Most of the players missed shots,half-all-all,all-all-half,0,1,7741,NA
A1Q2Y8OZT0TJ2S,English,only,darkorange,pink,midnight,Player A placed second,half-all-all,half-all-all,3,7,7404,NA
A1Q2Y8OZT0TJ2S,English,only,wheat,lavender,tan,No player hit none of his shots,none-none-none,none-none-none,2,1,7821,NA
A1Q2Y8OZT0TJ2S,English,only,lavender,seafoam,lightorange,Exactly one player hit only some of his shots,half-all-all,half-all-all,5,5,5141,NA
A1Q2Y8OZT0TJ2S,English,only,grey,seafoam,darkorange,We have a clear loser,all-all-all,all-all-all,4,1,2812,NA
A1Q2Y8OZT0TJ2S,English,only,grey,wheat,midnight,Player B shot perfectly,none-none-all,none-all-none,7,7,3078,NA
A1Q2Y8OZT0TJ2S,English,only,tan,purple,seafoam,Player A made no shots,half-half-all,all-half-half,6,1,3146,NA
A1Q2Y8OZT0TJ2S,English,only,darkorange,brown,midnight,Player B placed second,half-half-all,half-half-all,9,6,4155,NA
A1Q2Y8OZT0TJ2S,English,only,yellow,seafoam,tan,Player B tied with Player C,all-all-all,all-all-all,8,7,5810,NA
A1Q2Y8OZT0TJ2S,English,only,royalblue,midnight,brown,Player A tied with Player C,none-half-half,half-half-none,11,1,6686,NA
A1Q2Y8OZT0TJ2S,English,only,darkorange,wheat,seafoam,Every player hit only some of his shots,half-all-all,all-all-half,10,1,3067,NA
A1Q2Y8OZT0TJ2S,English,only,darkorange,wheat,tan,Someone did better than Player A,none-half-all,all-half-none,13,1,3318,NA
A1Q2Y8OZT0TJ2S,English,only,tan,grey,wheat,No player hit only some of his shots,none-none-half,half-none-none,12,1,4006,NA
A1Q2Y8OZT0TJ2S,English,only,lightorange,yellow,wheat,Player C placed second,half-half-half,half-half-half,15,6,4358,NA
A1Q2Y8OZT0TJ2S,English,only,seafoam,lightblue,tan,Every player hit all of his shots,half-all-all,half-all-all,14,1,3853,NA
A1Q2Y8OZT0TJ2S,English,only,brown,grey,darkorange,Player A tied with Player B,all-all-all,all-all-all,17,7,2943,NA
A1Q2Y8OZT0TJ2S,English,only,lavender,seafoam,purple,Someone did better than Player B,none-all-all,all-all-none,16,1,5196,NA
A1Q2Y8OZT0TJ2S,English,only,wheat,grey,lightblue,Most of the players made shots,none-all-all,none-all-all,19,5,7105,NA
A1Q2Y8OZT0TJ2S,English,only,brown,seafoam,grey,Player B made no shots,half-half-half,half-half-half,18,1,3071,NA
A1Q2Y8OZT0TJ2S,English,only,midnight,seafoam,pink,Player A was the star player of the round,most-none-all,most-none-all,-1,1,8130,yes
A1Q2Y8OZT0TJ2S,English,only,royalblue,tan,seafoam,Player A made none of his baskets,all-none-few,all-none-few,-3,1,15518,yes
A1Q2Y8OZT0TJ2S,English,only,lightblue,yellow,wheat,Player C messed up,all-all-none,all-all-none,-2,7,16482,no
A1XJ3038CPMHX,English,focus,purple,darkorange,lightblue,Player A shot perfectly,none-none-half,half-none-none,24,1,4155,NA
A1XJ3038CPMHX,English,focus,lightorange,wheat,brown,All the players are tied,none-none-none,none-none-none,25,7,4634,NA
A1XJ3038CPMHX,English,focus,royalblue,tan,purple,Player B tied with Player C,none-none-half,half-none-none,26,7,5776,NA
A1XJ3038CPMHX,English,focus,lavender,seafoam,brown,Most of the players made shots,none-none-none,none-none-none,27,1,3724,NA
A1XJ3038CPMHX,English,focus,grey,wheat,darkorange,No player hit <b>SOME</b> of his shots,all-all-all,all-all-all,20,7,5287,NA
A1XJ3038CPMHX,English,focus,lavender,tan,darkorange,Someone did better than Player A,none-all-all,all-none-all,21,1,6234,NA
A1XJ3038CPMHX,English,focus,lavender,pink,grey,Every player hit <b>NONE</b> of his shots,none-half-all,all-none-half,22,1,4829,NA
A1XJ3038CPMHX,English,focus,purple,midnight,lightblue,Player C placed second,none-all-all,all-all-none,23,7,5729,NA
A1XJ3038CPMHX,English,focus,grey,seafoam,tan,Player A tied with Player B,none-none-all,all-none-none,28,1,7282,NA
A1XJ3038CPMHX,English,focus,pink,yellow,brown,Someone did better than Player C,none-none-half,none-none-half,1,7,6053,NA
A1XJ3038CPMHX,English,focus,pink,grey,wheat,Player A placed second,all-all-all,all-all-all,0,1,8557,NA
